Elapsed time is 8.943684 seconds.
Elapsed time is 6940.759154 seconds.
Elapsed time is 9194.916491 seconds.
Elapsed time is 9417.551193 seconds.
Elapsed time is 13808.606165 seconds.
Elapsed time is 14505.538271 seconds.
Elapsed time is 1229.696951 seconds.
Elapsed time is 9323.223360 seconds.
Elapsed time is 24890.577529 seconds.
Elapsed time is 3279.525411 seconds.
Elapsed time is 12872.783827 seconds.
Elapsed time is 23767.120265 seconds.
Elapsed time is 21183.940464 seconds.
Elapsed time is 28474.339774 seconds.
Elapsed time is 80915.418327 seconds.
Elapsed time is 137100.284527 seconds.
Elapsed time is 226949.888887 seconds.
Elapsed time is 4578.784464 seconds.
Elapsed time is 8328.861548 seconds.
Elapsed time is 2547.505321 seconds.
Elapsed time is 12820.779070 seconds.
Elapsed time is 5048.857730 seconds.
Elapsed time is 10688.960408 seconds.
